county_UA,date,type,number
"Kingston upon Hull, City of",2020-03-19,new_cases,0
"Kingston upon Hull, City of",2020-03-20,new_cases,0
"Kingston upon Hull, City of",2020-03-21,new_cases,0
"Kingston upon Hull, City of",2020-03-22,new_cases,0
"Kingston upon Hull, City of",2020-03-23,new_cases,0
"Kingston upon Hull, City of",2020-03-24,new_cases,0
"Kingston upon Hull, City of",2020-03-25,new_cases,1
"Kingston upon Hull, City of",2020-03-26,new_cases,2
"Kingston upon Hull, City of",2020-03-27,new_cases,1
"Kingston upon Hull, City of",2020-03-28,new_cases,0
"Kingston upon Hull, City of",2020-03-29,new_cases,4
"Kingston upon Hull, City of",2020-03-30,new_cases,2
"Kingston upon Hull, City of",2020-03-31,new_cases,0
"Kingston upon Hull, City of",2020-04-01,new_cases,3
"Kingston upon Hull, City of",2020-04-02,new_cases,4
"Kingston upon Hull, City of",2020-04-03,new_cases,3
"Kingston upon Hull, City of",2020-04-04,new_cases,7
"Kingston upon Hull, City of",2020-04-05,new_cases,3
"Kingston upon Hull, City of",2020-04-06,new_cases,7
"Kingston upon Hull, City of",2020-04-07,new_cases,0
"Kingston upon Hull, City of",2020-04-08,new_cases,20
Kingston upon Thames,2020-03-09,new_cases,0
Kingston upon Thames,2020-03-10,new_cases,0
Kingston upon Thames,2020-03-11,new_cases,0
Kingston upon Thames,2020-03-12,new_cases,0
Kingston upon Thames,2020-03-13,new_cases,1
Kingston upon Thames,2020-03-14,new_cases,0
Kingston upon Thames,2020-03-15,new_cases,0
Kingston upon Thames,2020-03-16,new_cases,0
Kingston upon Thames,2020-03-17,new_cases,-1
Kingston upon Thames,2020-03-18,new_cases,6
Kingston upon Thames,2020-03-19,new_cases,7
Kingston upon Thames,2020-03-20,new_cases,3
Kingston upon Thames,2020-03-21,new_cases,5
Kingston upon Thames,2020-03-22,new_cases,1
Kingston upon Thames,2020-03-23,new_cases,0
Kingston upon Thames,2020-03-24,new_cases,13
Kingston upon Thames,2020-03-25,new_cases,1
Kingston upon Thames,2020-03-26,new_cases,5
Kingston upon Thames,2020-03-27,new_cases,10
Kingston upon Thames,2020-03-28,new_cases,14
Kingston upon Thames,2020-03-29,new_cases,16
Kingston upon Thames,2020-03-30,new_cases,10
Kingston upon Thames,2020-03-31,new_cases,7
Kingston upon Thames,2020-04-01,new_cases,9
Kingston upon Thames,2020-04-02,new_cases,19
Kingston upon Thames,2020-04-03,new_cases,13
Kingston upon Thames,2020-04-04,new_cases,4
Kingston upon Thames,2020-04-05,new_cases,12
Kingston upon Thames,2020-04-06,new_cases,13
Kingston upon Thames,2020-04-07,new_cases,30
Kingston upon Thames,2020-04-08,new_cases,13
Kirklees,2020-03-09,new_cases,0
Kirklees,2020-03-10,new_cases,0
Kirklees,2020-03-11,new_cases,1
Kirklees,2020-03-12,new_cases,0
Kirklees,2020-03-13,new_cases,0
Kirklees,2020-03-14,new_cases,0
Kirklees,2020-03-15,new_cases,2
Kirklees,2020-03-16,new_cases,-1
Kirklees,2020-03-17,new_cases,0
Kirklees,2020-03-18,new_cases,0
Kirklees,2020-03-19,new_cases,1
Kirklees,2020-03-20,new_cases,3
Kirklees,2020-03-21,new_cases,2
Kirklees,2020-03-22,new_cases,3
Kirklees,2020-03-23,new_cases,5
Kirklees,2020-03-24,new_cases,1
Kirklees,2020-03-25,new_cases,3
Kirklees,2020-03-26,new_cases,4
Kirklees,2020-03-27,new_cases,9
Kirklees,2020-03-28,new_cases,5
Kirklees,2020-03-29,new_cases,22
Kirklees,2020-03-30,new_cases,12
Kirklees,2020-03-31,new_cases,12
Kirklees,2020-04-01,new_cases,17
Kirklees,2020-04-02,new_cases,13
Kirklees,2020-04-03,new_cases,28
Kirklees,2020-04-04,new_cases,11
Kirklees,2020-04-05,new_cases,32
Kirklees,2020-04-06,new_cases,13
Kirklees,2020-04-07,new_cases,5
Kirklees,2020-04-08,new_cases,32
Knowsley,2020-03-09,new_cases,0
Knowsley,2020-03-10,new_cases,0
Knowsley,2020-03-11,new_cases,0
Knowsley,2020-03-12,new_cases,0
Knowsley,2020-03-13,new_cases,0
Knowsley,2020-03-14,new_cases,0
Knowsley,2020-03-15,new_cases,0
Knowsley,2020-03-16,new_cases,0
Knowsley,2020-03-17,new_cases,1
Knowsley,2020-03-18,new_cases,0
Knowsley,2020-03-19,new_cases,2
Knowsley,2020-03-20,new_cases,0
Knowsley,2020-03-21,new_cases,1
Knowsley,2020-03-22,new_cases,0
Knowsley,2020-03-23,new_cases,1
Knowsley,2020-03-24,new_cases,3
Knowsley,2020-03-25,new_cases,1
Knowsley,2020-03-26,new_cases,3
Knowsley,2020-03-27,new_cases,3
Knowsley,2020-03-28,new_cases,4
Knowsley,2020-03-29,new_cases,7
Knowsley,2020-03-30,new_cases,8
Knowsley,2020-03-31,new_cases,8
Knowsley,2020-04-01,new_cases,11
Knowsley,2020-04-02,new_cases,26
Knowsley,2020-04-03,new_cases,10
Knowsley,2020-04-04,new_cases,21
Knowsley,2020-04-05,new_cases,23
Knowsley,2020-04-06,new_cases,34
Knowsley,2020-04-07,new_cases,2
Knowsley,2020-04-08,new_cases,29
Lambeth,2020-03-09,new_cases,0
Lambeth,2020-03-10,new_cases,1
Lambeth,2020-03-11,new_cases,1
Lambeth,2020-03-12,new_cases,2
Lambeth,2020-03-13,new_cases,2
Lambeth,2020-03-14,new_cases,16
Lambeth,2020-03-15,new_cases,1
Lambeth,2020-03-16,new_cases,0
Lambeth,2020-03-17,new_cases,17
Lambeth,2020-03-18,new_cases,18
Lambeth,2020-03-19,new_cases,20
Lambeth,2020-03-20,new_cases,22
Lambeth,2020-03-21,new_cases,15
Lambeth,2020-03-22,new_cases,9
Lambeth,2020-03-23,new_cases,7
Lambeth,2020-03-24,new_cases,54
Lambeth,2020-03-25,new_cases,24
Lambeth,2020-03-26,new_cases,36
Lambeth,2020-03-27,new_cases,28
Lambeth,2020-03-28,new_cases,42
Lambeth,2020-03-29,new_cases,40
Lambeth,2020-03-30,new_cases,8
Lambeth,2020-03-31,new_cases,52
Lambeth,2020-04-01,new_cases,44
Lambeth,2020-04-02,new_cases,46
Lambeth,2020-04-03,new_cases,55
Lambeth,2020-04-04,new_cases,14
Lambeth,2020-04-05,new_cases,54
Lambeth,2020-04-06,new_cases,40
Lambeth,2020-04-07,new_cases,27
Lambeth,2020-04-08,new_cases,33
Lancashire,2020-03-09,new_cases,0
Lancashire,2020-03-10,new_cases,0
Lancashire,2020-03-11,new_cases,1
Lancashire,2020-03-12,new_cases,0
Lancashire,2020-03-13,new_cases,1
Lancashire,2020-03-14,new_cases,0
Lancashire,2020-03-15,new_cases,0
Lancashire,2020-03-16,new_cases,2
Lancashire,2020-03-17,new_cases,7
Lancashire,2020-03-18,new_cases,0
Lancashire,2020-03-19,new_cases,9
Lancashire,2020-03-20,new_cases,2
Lancashire,2020-03-21,new_cases,4
Lancashire,2020-03-22,new_cases,14
Lancashire,2020-03-23,new_cases,15
Lancashire,2020-03-24,new_cases,12
Lancashire,2020-03-25,new_cases,7
Lancashire,2020-03-26,new_cases,24
Lancashire,2020-03-27,new_cases,39
Lancashire,2020-03-28,new_cases,26
Lancashire,2020-03-29,new_cases,64
Lancashire,2020-03-30,new_cases,47
Lancashire,2020-03-31,new_cases,35
Lancashire,2020-04-01,new_cases,55
Lancashire,2020-04-02,new_cases,95
Lancashire,2020-04-03,new_cases,73
Lancashire,2020-04-04,new_cases,106
Lancashire,2020-04-05,new_cases,84
Lancashire,2020-04-06,new_cases,112
Lancashire,2020-04-07,new_cases,85
Lancashire,2020-04-08,new_cases,103
Leeds,2020-03-09,new_cases,0
Leeds,2020-03-10,new_cases,0
Leeds,2020-03-11,new_cases,0
Leeds,2020-03-12,new_cases,2
Leeds,2020-03-13,new_cases,0
Leeds,2020-03-14,new_cases,2
Leeds,2020-03-15,new_cases,10
Leeds,2020-03-16,new_cases,-5
Leeds,2020-03-17,new_cases,-3
Leeds,2020-03-18,new_cases,1
Leeds,2020-03-19,new_cases,3
Leeds,2020-03-20,new_cases,2
Leeds,2020-03-21,new_cases,3
Leeds,2020-03-22,new_cases,9
Leeds,2020-03-23,new_cases,6
Leeds,2020-03-24,new_cases,7
Leeds,2020-03-25,new_cases,11
Leeds,2020-03-26,new_cases,14
Leeds,2020-03-27,new_cases,13
Leeds,2020-03-28,new_cases,15
Leeds,2020-03-29,new_cases,18
Leeds,2020-03-30,new_cases,16
Leeds,2020-03-31,new_cases,21
Leeds,2020-04-01,new_cases,42
Leeds,2020-04-02,new_cases,11
Leeds,2020-04-03,new_cases,16
Leeds,2020-04-04,new_cases,53
Leeds,2020-04-05,new_cases,24
Leeds,2020-04-06,new_cases,29
Leeds,2020-04-07,new_cases,15
Leeds,2020-04-08,new_cases,49
Leicester,2020-03-09,new_cases,0
Leicester,2020-03-10,new_cases,0
Leicester,2020-03-11,new_cases,0
Leicester,2020-03-12,new_cases,2
Leicester,2020-03-13,new_cases,0
Leicester,2020-03-14,new_cases,0
Leicester,2020-03-15,new_cases,0
Leicester,2020-03-16,new_cases,-1
Leicester,2020-03-17,new_cases,-1
Leicester,2020-03-18,new_cases,3
Leicester,2020-03-19,new_cases,2
Leicester,2020-03-20,new_cases,6
Leicester,2020-03-21,new_cases,3
Leicester,2020-03-22,new_cases,5
Leicester,2020-03-23,new_cases,3
Leicester,2020-03-24,new_cases,2
Leicester,2020-03-25,new_cases,8
Leicester,2020-03-26,new_cases,13
Leicester,2020-03-27,new_cases,16
Leicester,2020-03-28,new_cases,4
Leicester,2020-03-29,new_cases,0
Leicester,2020-03-30,new_cases,0
Leicester,2020-03-31,new_cases,24
Leicester,2020-04-01,new_cases,12
Leicester,2020-04-02,new_cases,6
Leicester,2020-04-03,new_cases,42
Leicester,2020-04-04,new_cases,10
Leicester,2020-04-05,new_cases,36
Leicester,2020-04-06,new_cases,16
Leicester,2020-04-07,new_cases,0
Leicester,2020-04-08,new_cases,39
Leicestershire,2020-03-09,new_cases,0
Leicestershire,2020-03-10,new_cases,0
Leicestershire,2020-03-11,new_cases,0
Leicestershire,2020-03-12,new_cases,0
Leicestershire,2020-03-13,new_cases,1
Leicestershire,2020-03-14,new_cases,1
Leicestershire,2020-03-15,new_cases,2
Leicestershire,2020-03-16,new_cases,-1
Leicestershire,2020-03-17,new_cases,2
Leicestershire,2020-03-18,new_cases,7
Leicestershire,2020-03-19,new_cases,3
Leicestershire,2020-03-20,new_cases,3
Leicestershire,2020-03-21,new_cases,9
Leicestershire,2020-03-22,new_cases,14
Leicestershire,2020-03-23,new_cases,10
Leicestershire,2020-03-24,new_cases,12
Leicestershire,2020-03-25,new_cases,15
Leicestershire,2020-03-26,new_cases,18
Leicestershire,2020-03-27,new_cases,30
Leicestershire,2020-03-28,new_cases,8
Leicestershire,2020-03-29,new_cases,5
Leicestershire,2020-03-30,new_cases,5
Leicestershire,2020-03-31,new_cases,24
Leicestershire,2020-04-01,new_cases,17
Leicestershire,2020-04-02,new_cases,14
Leicestershire,2020-04-03,new_cases,66
Leicestershire,2020-04-04,new_cases,10
Leicestershire,2020-04-05,new_cases,34
Leicestershire,2020-04-06,new_cases,27
Leicestershire,2020-04-07,new_cases,1
Leicestershire,2020-04-08,new_cases,47
Lewisham,2020-03-09,new_cases,0
Lewisham,2020-03-10,new_cases,0
Lewisham,2020-03-11,new_cases,0
Lewisham,2020-03-12,new_cases,2
Lewisham,2020-03-13,new_cases,0
Lewisham,2020-03-14,new_cases,1
Lewisham,2020-03-15,new_cases,5
Lewisham,2020-03-16,new_cases,6
Lewisham,2020-03-17,new_cases,1
Lewisham,2020-03-18,new_cases,4
Lewisham,2020-03-19,new_cases,17
Lewisham,2020-03-20,new_cases,8
Lewisham,2020-03-21,new_cases,13
Lewisham,2020-03-22,new_cases,7
Lewisham,2020-03-23,new_cases,19
Lewisham,2020-03-24,new_cases,11
Lewisham,2020-03-25,new_cases,17
Lewisham,2020-03-26,new_cases,30
Lewisham,2020-03-27,new_cases,14
Lewisham,2020-03-28,new_cases,30
Lewisham,2020-03-29,new_cases,30
Lewisham,2020-03-30,new_cases,30
Lewisham,2020-03-31,new_cases,27
Lewisham,2020-04-01,new_cases,10
Lewisham,2020-04-02,new_cases,61
Lewisham,2020-04-03,new_cases,55
Lewisham,2020-04-04,new_cases,7
Lewisham,2020-04-05,new_cases,69
Lewisham,2020-04-06,new_cases,13
Lewisham,2020-04-07,new_cases,26
Lewisham,2020-04-08,new_cases,38
Lincolnshire,2020-03-09,new_cases,0
Lincolnshire,2020-03-10,new_cases,0
Lincolnshire,2020-03-11,new_cases,0
Lincolnshire,2020-03-12,new_cases,0
Lincolnshire,2020-03-13,new_cases,0
Lincolnshire,2020-03-14,new_cases,2
Lincolnshire,2020-03-15,new_cases,1
Lincolnshire,2020-03-16,new_cases,0
Lincolnshire,2020-03-17,new_cases,0
Lincolnshire,2020-03-18,new_cases,3
Lincolnshire,2020-03-19,new_cases,0
Lincolnshire,2020-03-20,new_cases,2
Lincolnshire,2020-03-21,new_cases,0
Lincolnshire,2020-03-22,new_cases,5
Lincolnshire,2020-03-23,new_cases,6
Lincolnshire,2020-03-24,new_cases,4
Lincolnshire,2020-03-25,new_cases,7
Lincolnshire,2020-03-26,new_cases,1
Lincolnshire,2020-03-27,new_cases,7
Lincolnshire,2020-03-28,new_cases,14
Lincolnshire,2020-03-29,new_cases,19
Lincolnshire,2020-03-30,new_cases,6
Lincolnshire,2020-03-31,new_cases,26
Lincolnshire,2020-04-01,new_cases,29
Lincolnshire,2020-04-02,new_cases,20
Lincolnshire,2020-04-03,new_cases,29
Lincolnshire,2020-04-04,new_cases,41
Lincolnshire,2020-04-05,new_cases,29
Lincolnshire,2020-04-06,new_cases,23
Lincolnshire,2020-04-07,new_cases,2
Lincolnshire,2020-04-08,new_cases,42
Liverpool,2020-03-09,new_cases,0
Liverpool,2020-03-10,new_cases,0
Liverpool,2020-03-11,new_cases,1
Liverpool,2020-03-12,new_cases,2
Liverpool,2020-03-13,new_cases,0
Liverpool,2020-03-14,new_cases,-2
Liverpool,2020-03-15,new_cases,3
Liverpool,2020-03-16,new_cases,-3
Liverpool,2020-03-17,new_cases,5
Liverpool,2020-03-18,new_cases,1
Liverpool,2020-03-19,new_cases,1
Liverpool,2020-03-20,new_cases,1
Liverpool,2020-03-21,new_cases,4
Liverpool,2020-03-22,new_cases,4
Liverpool,2020-03-23,new_cases,13
Liverpool,2020-03-24,new_cases,6
Liverpool,2020-03-25,new_cases,16
Liverpool,2020-03-26,new_cases,15
Liverpool,2020-03-27,new_cases,28
Liverpool,2020-03-28,new_cases,32
Liverpool,2020-03-29,new_cases,25
Liverpool,2020-03-30,new_cases,40
Liverpool,2020-03-31,new_cases,20
Liverpool,2020-04-01,new_cases,45
Liverpool,2020-04-02,new_cases,47
Liverpool,2020-04-03,new_cases,33
Liverpool,2020-04-04,new_cases,45
Liverpool,2020-04-05,new_cases,68
Liverpool,2020-04-06,new_cases,55
Liverpool,2020-04-07,new_cases,42
Liverpool,2020-04-08,new_cases,35
Luton,2020-03-09,new_cases,0
Luton,2020-03-10,new_cases,0
Luton,2020-03-11,new_cases,0
Luton,2020-03-12,new_cases,0
Luton,2020-03-13,new_cases,1
Luton,2020-03-14,new_cases,0
Luton,2020-03-15,new_cases,-1
Luton,2020-03-16,new_cases,1
Luton,2020-03-17,new_cases,0
Luton,2020-03-18,new_cases,0
Luton,2020-03-19,new_cases,0
Luton,2020-03-20,new_cases,1
Luton,2020-03-21,new_cases,1
Luton,2020-03-22,new_cases,3
Luton,2020-03-23,new_cases,7
Luton,2020-03-24,new_cases,4
Luton,2020-03-25,new_cases,10
Luton,2020-03-26,new_cases,1
Luton,2020-03-27,new_cases,17
Luton,2020-03-28,new_cases,6
Luton,2020-03-29,new_cases,10
Luton,2020-03-30,new_cases,6
Luton,2020-03-31,new_cases,17
Luton,2020-04-01,new_cases,5
Luton,2020-04-02,new_cases,24
Luton,2020-04-03,new_cases,1
Luton,2020-04-04,new_cases,12
Luton,2020-04-05,new_cases,35
Luton,2020-04-06,new_cases,4
Luton,2020-04-07,new_cases,28
Luton,2020-04-08,new_cases,10
Manchester,2020-03-09,new_cases,0
Manchester,2020-03-10,new_cases,0
Manchester,2020-03-11,new_cases,0
Manchester,2020-03-12,new_cases,2
Manchester,2020-03-13,new_cases,0
Manchester,2020-03-14,new_cases,2
Manchester,2020-03-15,new_cases,0
Manchester,2020-03-16,new_cases,-1
Manchester,2020-03-17,new_cases,6
Manchester,2020-03-18,new_cases,4
Manchester,2020-03-19,new_cases,3
Manchester,2020-03-20,new_cases,5
Manchester,2020-03-21,new_cases,2
Manchester,2020-03-22,new_cases,3
Manchester,2020-03-23,new_cases,6
Manchester,2020-03-24,new_cases,4
Manchester,2020-03-25,new_cases,4
Manchester,2020-03-26,new_cases,10
Manchester,2020-03-27,new_cases,8
Manchester,2020-03-28,new_cases,13
Manchester,2020-03-29,new_cases,15
Manchester,2020-03-30,new_cases,18
Manchester,2020-03-31,new_cases,17
Manchester,2020-04-01,new_cases,29
Manchester,2020-04-02,new_cases,40
Manchester,2020-04-03,new_cases,29
Manchester,2020-04-04,new_cases,28
Manchester,2020-04-05,new_cases,41
Manchester,2020-04-06,new_cases,30
Manchester,2020-04-07,new_cases,38
Manchester,2020-04-08,new_cases,34
Medway,2020-03-09,new_cases,0
Medway,2020-03-10,new_cases,0
Medway,2020-03-11,new_cases,0
Medway,2020-03-12,new_cases,0
Medway,2020-03-13,new_cases,0
Medway,2020-03-14,new_cases,0
Medway,2020-03-15,new_cases,0
Medway,2020-03-16,new_cases,0
Medway,2020-03-17,new_cases,2
Medway,2020-03-18,new_cases,0
Medway,2020-03-19,new_cases,4
Medway,2020-03-20,new_cases,3
Medway,2020-03-21,new_cases,0
Medway,2020-03-22,new_cases,0
Medway,2020-03-23,new_cases,4
Medway,2020-03-24,new_cases,4
Medway,2020-03-25,new_cases,6
Medway,2020-03-26,new_cases,7
Medway,2020-03-27,new_cases,16
Medway,2020-03-28,new_cases,2
Medway,2020-03-29,new_cases,7
Medway,2020-03-30,new_cases,15
Medway,2020-03-31,new_cases,6
Medway,2020-04-01,new_cases,20
Medway,2020-04-02,new_cases,12
Medway,2020-04-03,new_cases,6
Medway,2020-04-04,new_cases,28
Medway,2020-04-05,new_cases,9
Medway,2020-04-06,new_cases,0
Medway,2020-04-07,new_cases,43
Medway,2020-04-08,new_cases,36
Merton,2020-03-09,new_cases,0
Merton,2020-03-10,new_cases,1
Merton,2020-03-11,new_cases,0
Merton,2020-03-12,new_cases,0
Merton,2020-03-13,new_cases,2
Merton,2020-03-14,new_cases,1
Merton,2020-03-15,new_cases,4
Merton,2020-03-16,new_cases,3
Merton,2020-03-17,new_cases,1
Merton,2020-03-18,new_cases,21
Merton,2020-03-19,new_cases,5
Merton,2020-03-20,new_cases,6
Merton,2020-03-21,new_cases,11
Merton,2020-03-22,new_cases,0
Merton,2020-03-23,new_cases,1
Merton,2020-03-24,new_cases,27
Merton,2020-03-25,new_cases,14
Merton,2020-03-26,new_cases,10
Merton,2020-03-27,new_cases,20
Merton,2020-03-28,new_cases,13
Merton,2020-03-29,new_cases,20
Merton,2020-03-30,new_cases,11
Merton,2020-03-31,new_cases,14
Merton,2020-04-01,new_cases,22
Merton,2020-04-02,new_cases,27
Merton,2020-04-03,new_cases,27
Merton,2020-04-04,new_cases,9
Merton,2020-04-05,new_cases,22
Merton,2020-04-06,new_cases,23
Merton,2020-04-07,new_cases,42
Merton,2020-04-08,new_cases,28
Middlesbrough,2020-03-09,new_cases,0
Middlesbrough,2020-03-10,new_cases,0
Middlesbrough,2020-03-11,new_cases,0
Middlesbrough,2020-03-12,new_cases,0
Middlesbrough,2020-03-13,new_cases,0
Middlesbrough,2020-03-14,new_cases,0
Middlesbrough,2020-03-15,new_cases,0
Middlesbrough,2020-03-16,new_cases,0
Middlesbrough,2020-03-17,new_cases,0
Middlesbrough,2020-03-18,new_cases,0
Middlesbrough,2020-03-19,new_cases,0
Middlesbrough,2020-03-20,new_cases,1
Middlesbrough,2020-03-21,new_cases,0
Middlesbrough,2020-03-22,new_cases,0
Middlesbrough,2020-03-23,new_cases,2
Middlesbrough,2020-03-24,new_cases,4
Middlesbrough,2020-03-25,new_cases,2
Middlesbrough,2020-03-26,new_cases,0
Middlesbrough,2020-03-27,new_cases,8
Middlesbrough,2020-03-28,new_cases,2
Middlesbrough,2020-03-29,new_cases,7
Middlesbrough,2020-03-30,new_cases,7
Middlesbrough,2020-03-31,new_cases,11
Middlesbrough,2020-04-01,new_cases,15
Middlesbrough,2020-04-02,new_cases,15
Middlesbrough,2020-04-03,new_cases,18
Middlesbrough,2020-04-04,new_cases,19
Middlesbrough,2020-04-05,new_cases,15
Middlesbrough,2020-04-06,new_cases,25
Middlesbrough,2020-04-07,new_cases,18
Middlesbrough,2020-04-08,new_cases,27
Milton Keynes,2020-03-09,new_cases,0
Milton Keynes,2020-03-10,new_cases,1
Milton Keynes,2020-03-11,new_cases,0
Milton Keynes,2020-03-12,new_cases,0
Milton Keynes,2020-03-13,new_cases,0
Milton Keynes,2020-03-14,new_cases,0
Milton Keynes,2020-03-15,new_cases,2
Milton Keynes,2020-03-16,new_cases,-1
Milton Keynes,2020-03-17,new_cases,0
Milton Keynes,2020-03-18,new_cases,1
Milton Keynes,2020-03-19,new_cases,1
Milton Keynes,2020-03-20,new_cases,2
Milton Keynes,2020-03-21,new_cases,0
Milton Keynes,2020-03-22,new_cases,4
Milton Keynes,2020-03-23,new_cases,6
Milton Keynes,2020-03-24,new_cases,8
Milton Keynes,2020-03-25,new_cases,4
Milton Keynes,2020-03-26,new_cases,9
Milton Keynes,2020-03-27,new_cases,20
Milton Keynes,2020-03-28,new_cases,13
Milton Keynes,2020-03-29,new_cases,11
Milton Keynes,2020-03-30,new_cases,12
Milton Keynes,2020-03-31,new_cases,12
Milton Keynes,2020-04-01,new_cases,11
Milton Keynes,2020-04-02,new_cases,10
Milton Keynes,2020-04-03,new_cases,14
Milton Keynes,2020-04-04,new_cases,8
Milton Keynes,2020-04-05,new_cases,6
Milton Keynes,2020-04-06,new_cases,26
Milton Keynes,2020-04-07,new_cases,5
Milton Keynes,2020-04-08,new_cases,9
Newcastle upon Tyne,2020-03-09,new_cases,0
Newcastle upon Tyne,2020-03-10,new_cases,0
Newcastle upon Tyne,2020-03-11,new_cases,2
Newcastle upon Tyne,2020-03-12,new_cases,0
Newcastle upon Tyne,2020-03-13,new_cases,-1
Newcastle upon Tyne,2020-03-14,new_cases,0
Newcastle upon Tyne,2020-03-15,new_cases,-1
Newcastle upon Tyne,2020-03-16,new_cases,1
Newcastle upon Tyne,2020-03-17,new_cases,0
Newcastle upon Tyne,2020-03-18,new_cases,8
Newcastle upon Tyne,2020-03-19,new_cases,6
Newcastle upon Tyne,2020-03-20,new_cases,2
Newcastle upon Tyne,2020-03-21,new_cases,7
Newcastle upon Tyne,2020-03-22,new_cases,6
Newcastle upon Tyne,2020-03-23,new_cases,8
Newcastle upon Tyne,2020-03-24,new_cases,7
Newcastle upon Tyne,2020-03-25,new_cases,9
Newcastle upon Tyne,2020-03-26,new_cases,22
Newcastle upon Tyne,2020-03-27,new_cases,41
Newcastle upon Tyne,2020-03-28,new_cases,14
Newcastle upon Tyne,2020-03-29,new_cases,20
Newcastle upon Tyne,2020-03-30,new_cases,31
Newcastle upon Tyne,2020-03-31,new_cases,15
Newcastle upon Tyne,2020-04-01,new_cases,24
Newcastle upon Tyne,2020-04-02,new_cases,27
Newcastle upon Tyne,2020-04-03,new_cases,32
Newcastle upon Tyne,2020-04-04,new_cases,1
Newcastle upon Tyne,2020-04-05,new_cases,63
Newcastle upon Tyne,2020-04-06,new_cases,11
Newcastle upon Tyne,2020-04-07,new_cases,8
Newcastle upon Tyne,2020-04-08,new_cases,65
Newham,2020-03-09,new_cases,0
Newham,2020-03-10,new_cases,0
Newham,2020-03-11,new_cases,0
Newham,2020-03-12,new_cases,0
Newham,2020-03-13,new_cases,0
Newham,2020-03-14,new_cases,1
Newham,2020-03-15,new_cases,2
Newham,2020-03-16,new_cases,0
Newham,2020-03-17,new_cases,14
Newham,2020-03-18,new_cases,6
Newham,2020-03-19,new_cases,9
Newham,2020-03-20,new_cases,10
Newham,2020-03-21,new_cases,9
Newham,2020-03-22,new_cases,6
Newham,2020-03-23,new_cases,13
Newham,2020-03-24,new_cases,6
Newham,2020-03-25,new_cases,1
Newham,2020-03-26,new_cases,32
Newham,2020-03-27,new_cases,39
Newham,2020-03-28,new_cases,47
Newham,2020-03-29,new_cases,35
Newham,2020-03-30,new_cases,20
Newham,2020-03-31,new_cases,37
Newham,2020-04-01,new_cases,43
Newham,2020-04-02,new_cases,40
Newham,2020-04-03,new_cases,39
Newham,2020-04-04,new_cases,3
Newham,2020-04-05,new_cases,81
Newham,2020-04-06,new_cases,37
Newham,2020-04-07,new_cases,5
Newham,2020-04-08,new_cases,73
Norfolk,2020-03-09,new_cases,0
Norfolk,2020-03-10,new_cases,0
Norfolk,2020-03-11,new_cases,0
Norfolk,2020-03-12,new_cases,0
Norfolk,2020-03-13,new_cases,0
Norfolk,2020-03-14,new_cases,0
Norfolk,2020-03-15,new_cases,1
Norfolk,2020-03-16,new_cases,1
Norfolk,2020-03-17,new_cases,1
Norfolk,2020-03-18,new_cases,1
Norfolk,2020-03-19,new_cases,7
Norfolk,2020-03-20,new_cases,6
Norfolk,2020-03-21,new_cases,7
Norfolk,2020-03-22,new_cases,10
Norfolk,2020-03-23,new_cases,1
Norfolk,2020-03-24,new_cases,7
Norfolk,2020-03-25,new_cases,3
Norfolk,2020-03-26,new_cases,6
Norfolk,2020-03-27,new_cases,19
Norfolk,2020-03-28,new_cases,20
Norfolk,2020-03-29,new_cases,17
Norfolk,2020-03-30,new_cases,26
Norfolk,2020-03-31,new_cases,15
Norfolk,2020-04-01,new_cases,32
Norfolk,2020-04-02,new_cases,27
Norfolk,2020-04-03,new_cases,18
Norfolk,2020-04-04,new_cases,29
Norfolk,2020-04-05,new_cases,25
Norfolk,2020-04-06,new_cases,22
Norfolk,2020-04-07,new_cases,40
Norfolk,2020-04-08,new_cases,45
North East Lincolnshire,2020-03-09,new_cases,0
North East Lincolnshire,2020-03-10,new_cases,0
North East Lincolnshire,2020-03-11,new_cases,0
North East Lincolnshire,2020-03-12,new_cases,0
North East Lincolnshire,2020-03-13,new_cases,0
North East Lincolnshire,2020-03-14,new_cases,0
North East Lincolnshire,2020-03-15,new_cases,0
North East Lincolnshire,2020-03-16,new_cases,0
North East Lincolnshire,2020-03-17,new_cases,0
North East Lincolnshire,2020-03-18,new_cases,0
North East Lincolnshire,2020-03-19,new_cases,0
North East Lincolnshire,2020-03-20,new_cases,0
North East Lincolnshire,2020-03-21,new_cases,0
North East Lincolnshire,2020-03-22,new_cases,1
North East Lincolnshire,2020-03-23,new_cases,0
North East Lincolnshire,2020-03-24,new_cases,2
North East Lincolnshire,2020-03-25,new_cases,0
North East Lincolnshire,2020-03-26,new_cases,2
North East Lincolnshire,2020-03-27,new_cases,0
North East Lincolnshire,2020-03-28,new_cases,3
North East Lincolnshire,2020-03-29,new_cases,8
North East Lincolnshire,2020-03-30,new_cases,4
North East Lincolnshire,2020-03-31,new_cases,1
North East Lincolnshire,2020-04-01,new_cases,2
North East Lincolnshire,2020-04-02,new_cases,0
North East Lincolnshire,2020-04-03,new_cases,6
North East Lincolnshire,2020-04-04,new_cases,7
North East Lincolnshire,2020-04-05,new_cases,7
North East Lincolnshire,2020-04-06,new_cases,6
North East Lincolnshire,2020-04-07,new_cases,0
North East Lincolnshire,2020-04-08,new_cases,1
North Lincolnshire,2020-03-09,new_cases,0
North Lincolnshire,2020-03-10,new_cases,0
