Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Haringey,E09000014,Upper tier local authority,2020-04-23,3,NA,NA,524,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-23,49,NA,NA,594,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-23,6,NA,NA,593,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-23,5,NA,NA,608,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-23,12,NA,NA,780,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-23,10,NA,NA,1001,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-23,24,NA,NA,1313,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-23,9,NA,NA,559,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-23,27,NA,NA,992,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-23,15,NA,NA,1311,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-23,4,NA,NA,581,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-23,11,NA,NA,1154,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-23,3,NA,NA,442,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-23,43,NA,NA,719,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-23,7,NA,NA,472,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-23,46,NA,NA,1202,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-23,10,NA,NA,491,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-23,5,NA,NA,220,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-23,24,NA,NA,702,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-23,16,NA,NA,708,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-23,17,NA,NA,838,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-23,32,NA,NA,536,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-23,18,NA,NA,883,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-23,18,NA,NA,678,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-23,20,NA,NA,623,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-23,53,NA,NA,2675,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-23,20,NA,NA,1055,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-23,16,NA,NA,455,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-23,9,NA,NA,437,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-23,10,NA,NA,811,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-23,20,NA,NA,1938,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-23,20,NA,NA,627,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-23,20,NA,NA,404,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-23,18,NA,NA,579,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-23,23,NA,NA,923,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-23,5,NA,NA,742,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-23,25,NA,NA,584,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-23,20,NA,NA,1292,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-23,20,NA,NA,494,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-23,25,NA,NA,579,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-23,9,NA,NA,540,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-23,5,NA,NA,421,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-23,19,NA,NA,749,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-23,17,NA,NA,557,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-23,10,NA,NA,429,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-23,19,NA,NA,592,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-23,18,NA,NA,1000,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-23,18,NA,NA,438,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-23,18,NA,NA,704,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-23,16,NA,NA,293,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-23,7,NA,NA,388,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-23,9,NA,NA,693,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-23,13,NA,NA,457,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-23,29,NA,NA,413,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-23,13,NA,NA,390,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-23,13,NA,NA,452,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-23,19,NA,NA,426,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-23,26,NA,NA,705,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-23,34,NA,NA,744,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-23,51,NA,NA,1186,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-23,10,NA,NA,93,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-23,14,NA,NA,428,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-23,2,NA,NA,262,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-23,5,NA,NA,348,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-23,6,NA,NA,432,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-23,4,NA,NA,340,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-23,5,NA,NA,226,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-23,5,NA,NA,354,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-23,9,NA,NA,432,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-23,9,NA,NA,296,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-23,6,NA,NA,196,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-23,14,NA,NA,580,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-23,4,NA,NA,264,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-23,4,NA,NA,282,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-23,12,NA,NA,577,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-23,9,NA,NA,200,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-23,10,NA,NA,334,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-23,5,NA,NA,182,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-23,7,NA,NA,264,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-23,3,NA,NA,314,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-23,8,NA,NA,201,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-23,15,NA,NA,557,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-23,6,NA,NA,198,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-23,22,NA,NA,375,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-23,12,NA,NA,231,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-23,13,NA,NA,217,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-23,13,NA,NA,470,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-23,1,NA,NA,19,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-23,17,NA,NA,588,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-23,8,NA,NA,446,NA,NA
York,E06000014,Upper tier local authority,2020-04-23,10,NA,NA,233,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-23,23,NA,NA,289,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-23,9,NA,NA,125,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-23,21,NA,NA,465,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-23,16,NA,NA,364,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-23,21,NA,NA,370,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-23,11,NA,NA,284,NA,NA
Warrington,E06000007,Upper tier local authority,2020-04-23,23,NA,NA,554,NA,NA
Halton,E06000006,Upper tier local authority,2020-04-23,5,NA,NA,301,NA,NA
Darlington,E06000005,Upper tier local authority,2020-04-23,8,NA,NA,231,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-23,10,NA,NA,333,NA,NA
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-23,9,NA,NA,277,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-04-23,10,NA,NA,481,NA,NA
Hartlepool,E06000001,Upper tier local authority,2020-04-23,19,NA,NA,169,NA,NA
England,E92000001,Nation,2020-04-22,2740,2741,-1,107637,107568,69
South West,E12000009,Region,2020-04-22,152,NA,NA,5564,NA,NA
South East,E12000008,Region,2020-04-22,437,NA,NA,15445,NA,NA
London,E12000007,Region,2020-04-22,275,NA,NA,23290,NA,NA
East of England,E12000006,Region,2020-04-22,298,NA,NA,9219,NA,NA
West Midlands,E12000005,Region,2020-04-22,343,NA,NA,11494,NA,NA
East Midlands,E12000004,Region,2020-04-22,141,NA,NA,6033,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-04-22,322,NA,NA,8615,NA,NA
North West,E12000002,Region,2020-04-22,441,NA,NA,16760,NA,NA
North East,E12000001,Region,2020-04-22,198,NA,NA,6633,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-04-22,28,NA,NA,1041,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-04-22,19,NA,NA,998,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-04-22,33,NA,NA,1012,NA,NA
Surrey,E10000030,Upper tier local authority,2020-04-22,47,NA,NA,2363,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-04-22,27,NA,NA,886,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-04-22,59,NA,NA,1491,NA,NA
Somerset,E10000027,Upper tier local authority,2020-04-22,16,NA,NA,426,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-04-22,34,NA,NA,1380,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-04-22,16,NA,NA,969,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-04-22,22,NA,NA,753,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-04-22,10,NA,NA,974,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-04-22,69,NA,NA,1249,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-04-22,20,NA,NA,740,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-04-22,21,NA,NA,817,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-04-22,85,NA,NA,2469,NA,NA
Kent,E10000016,Upper tier local authority,2020-04-22,126,NA,NA,3094,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-04-22,50,NA,NA,2094,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-04-22,64,NA,NA,2475,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-04-22,23,NA,NA,1063,NA,NA
Essex,E10000012,Upper tier local authority,2020-04-22,61,NA,NA,2214,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-04-22,9,NA,NA,504,NA,NA
Devon,E10000008,Upper tier local authority,2020-04-22,9,NA,NA,605,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-04-22,16,NA,NA,1049,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-04-22,38,NA,NA,1660,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-04-22,31,NA,NA,654,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-04-22,21,NA,NA,733,NA,NA
Westminster,E09000033,Upper tier local authority,2020-04-22,1,NA,NA,573,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-04-22,4,NA,NA,884,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-04-22,7,NA,NA,685,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-04-22,5,NA,NA,582,NA,NA
Sutton,E09000029,Upper tier local authority,2020-04-22,13,NA,NA,637,NA,NA
Southwark,E09000028,Upper tier local authority,2020-04-22,4,NA,NA,1140,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-22,2,NA,NA,352,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-04-22,11,NA,NA,643,NA,NA
Newham,E09000025,Upper tier local authority,2020-04-22,13,NA,NA,912,NA,NA
Merton,E09000024,Upper tier local authority,2020-04-22,3,NA,NA,625,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-04-22,4,NA,NA,875,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-04-22,12,NA,NA,1080,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-22,7,NA,NA,419,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-22,17,NA,NA,446,NA,NA
Islington,E09000019,Upper tier local authority,2020-04-22,2,NA,NA,393,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-04-22,5,NA,NA,615,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-04-22,11,NA,NA,690,NA,NA
Havering,E09000016,Upper tier local authority,2020-04-22,10,NA,NA,602,NA,NA
Harrow,E09000015,Upper tier local authority,2020-04-22,13,NA,NA,847,NA,NA
Haringey,E09000014,Upper tier local authority,2020-04-22,4,NA,NA,521,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-22,23,NA,NA,545,NA,NA
Hackney,E09000012,Upper tier local authority,2020-04-22,6,NA,NA,587,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-04-22,11,NA,NA,603,NA,NA
Enfield,E09000010,Upper tier local authority,2020-04-22,10,NA,NA,768,NA,NA
Ealing,E09000009,Upper tier local authority,2020-04-22,9,NA,NA,991,NA,NA
Croydon,E09000008,Upper tier local authority,2020-04-22,18,NA,NA,1289,NA,NA
Camden,E09000007,Upper tier local authority,2020-04-22,8,NA,NA,550,NA,NA
Bromley,E09000006,Upper tier local authority,2020-04-22,9,NA,NA,965,NA,NA
Brent,E09000005,Upper tier local authority,2020-04-22,9,NA,NA,1296,NA,NA
Bexley,E09000004,Upper tier local authority,2020-04-22,13,NA,NA,577,NA,NA
Barnet,E09000003,Upper tier local authority,2020-04-22,6,NA,NA,1143,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-22,5,NA,NA,439,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-04-22,17,NA,NA,676,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-04-22,16,NA,NA,465,NA,NA
Leeds,E08000035,Upper tier local authority,2020-04-22,49,NA,NA,1156,NA,NA
Kirklees,E08000034,Upper tier local authority,2020-04-22,11,NA,NA,481,NA,NA
Calderdale,E08000033,Upper tier local authority,2020-04-22,8,NA,NA,215,NA,NA
Bradford,E08000032,Upper tier local authority,2020-04-22,35,NA,NA,678,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-04-22,38,NA,NA,692,NA,NA
Walsall,E08000030,Upper tier local authority,2020-04-22,20,NA,NA,821,NA,NA
Solihull,E08000029,Upper tier local authority,2020-04-22,15,NA,NA,504,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-04-22,13,NA,NA,865,NA,NA
Dudley,E08000027,Upper tier local authority,2020-04-22,7,NA,NA,660,NA,NA
Coventry,E08000026,Upper tier local authority,2020-04-22,10,NA,NA,603,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-04-22,63,NA,NA,2622,NA,NA
Sunderland,E08000024,Upper tier local authority,2020-04-22,15,NA,NA,1035,NA,NA
South Tyneside,E08000023,Upper tier local authority,2020-04-22,19,NA,NA,439,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-04-22,15,NA,NA,428,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-22,18,NA,NA,801,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-04-22,43,NA,NA,1918,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-04-22,22,NA,NA,607,NA,NA
Doncaster,E08000017,Upper tier local authority,2020-04-22,17,NA,NA,384,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-04-22,21,NA,NA,561,NA,NA
Wirral,E08000015,Upper tier local authority,2020-04-22,27,NA,NA,900,NA,NA
Sefton,E08000014,Upper tier local authority,2020-04-22,19,NA,NA,737,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-04-22,11,NA,NA,559,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-04-22,21,NA,NA,1272,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-04-22,10,NA,NA,474,NA,NA
Wigan,E08000010,Upper tier local authority,2020-04-22,14,NA,NA,554,NA,NA
Trafford,E08000009,Upper tier local authority,2020-04-22,11,NA,NA,531,NA,NA
Tameside,E08000008,Upper tier local authority,2020-04-22,9,NA,NA,416,NA,NA
Stockport,E08000007,Upper tier local authority,2020-04-22,25,NA,NA,730,NA,NA
Salford,E08000006,Upper tier local authority,2020-04-22,12,NA,NA,540,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-04-22,12,NA,NA,419,NA,NA
Oldham,E08000004,Upper tier local authority,2020-04-22,12,NA,NA,573,NA,NA
Manchester,E08000003,Upper tier local authority,2020-04-22,21,NA,NA,982,NA,NA
Bury,E08000002,Upper tier local authority,2020-04-22,5,NA,NA,420,NA,NA
Bolton,E08000001,Upper tier local authority,2020-04-22,33,NA,NA,686,NA,NA
Dorset,E06000059,Upper tier local authority,2020-04-22,8,NA,NA,277,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-22,6,NA,NA,381,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-04-22,13,NA,NA,684,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-22,13,NA,NA,444,NA,NA
Bedford,E06000055,Upper tier local authority,2020-04-22,9,NA,NA,384,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-04-22,8,NA,NA,377,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-22,4,NA,NA,439,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-04-22,9,NA,NA,407,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-22,13,NA,NA,679,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-04-22,22,NA,NA,710,NA,NA
County Durham,E06000047,Upper tier local authority,2020-04-22,37,NA,NA,1135,NA,NA
Isle of Wight,E06000046,Upper tier local authority,2020-04-22,4,NA,NA,83,NA,NA
Southampton,E06000045,Upper tier local authority,2020-04-22,15,NA,NA,414,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-04-22,16,NA,NA,260,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-04-22,1,NA,NA,343,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-04-22,10,NA,NA,426,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-04-22,25,NA,NA,336,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-22,3,NA,NA,221,NA,NA
Slough,E06000039,Upper tier local authority,2020-04-22,7,NA,NA,349,NA,NA
Reading,E06000038,Upper tier local authority,2020-04-22,14,NA,NA,423,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-04-22,6,NA,NA,287,NA,NA
Bracknell Forest,E06000036,Upper tier local authority,2020-04-22,7,NA,NA,190,NA,NA
Medway,E06000035,Upper tier local authority,2020-04-22,9,NA,NA,566,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-04-22,9,NA,NA,260,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-22,5,NA,NA,278,NA,NA
Luton,E06000032,Upper tier local authority,2020-04-22,15,NA,NA,565,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-04-22,9,NA,NA,191,NA,NA
Swindon,E06000030,Upper tier local authority,2020-04-22,12,NA,NA,324,NA,NA
Torbay,E06000027,Upper tier local authority,2020-04-22,9,NA,NA,177,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-04-22,17,NA,NA,257,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-04-22,5,NA,NA,311,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-04-22,9,NA,NA,193,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-04-22,21,NA,NA,542,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-22,5,NA,NA,192,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-22,13,NA,NA,353,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-22,15,NA,NA,219,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-22,20,NA,NA,204,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-04-22,21,NA,NA,457,NA,NA
Rutland,E06000017,Upper tier local authority,2020-04-22,5,NA,NA,18,NA,NA
Leicester,E06000016,Upper tier local authority,2020-04-22,21,NA,NA,571,NA,NA
Derby,E06000015,Upper tier local authority,2020-04-22,11,NA,NA,438,NA,NA
York,E06000014,Upper tier local authority,2020-04-22,13,NA,NA,223,NA,NA
North Lincolnshire,E06000013,Upper tier local authority,2020-04-22,18,NA,NA,266,NA,NA
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-22,7,NA,NA,116,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-22,14,NA,NA,444,NA,NA
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-22,26,NA,NA,348,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-04-22,16,NA,NA,349,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-22,8,NA,NA,273,NA,NA
